dc_struct_id,compound_umlscui,compound_name,relationship,dc_disease_id,disease_umlscui,disease_name,disease_umls_semantic_type,etype,salt,base,in_semmed,salt_in_semmed,base_in_semmed
4978,C0717758,etanercept,indication,40249139,C3495559,Juvenile rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
4978,C0717758,etanercept,indication,21002682,C0003872,psoriatic arthritis,T047,TREATS_CDtDO,,,True,False,False
4978,C0717758,etanercept,indication,21002827,C0038013,ankylosing spondylitis,T047,TREATS_CDtDO,,,True,False,False
4978,C0717758,etanercept,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
3531,C0965618,roflumilast,indication,21001876,C0730607,Severe chronic obstructive pulmonary disease,T047,TREATS_CDtDO,,,True,False,False
4979,C0728747,trastuzumab,indication,40249204,C1960398,HER2-positive carcinoma of breast,T191,TREATS_CDtDO,,,False,False,False
4941,C3853822,palbociclib,indication,40249175,C2316304,Human epidermal growth factor 2 negative carcinoma of breast,T191,TREATS_CDtDO,,,False,False,False
4941,C3853822,palbociclib,indication,21012339,C1562029,Hormone receptor positive malignant neoplasm of breast,T191,TREATS_CDtDO,,,False,False,False
4942,C2986924,lenvatinib,indication,40249176,C0040136,thyroid cancer,T191,TREATS_CDtDO,C2987642,,False,False,False
4943,C0969589,arformoterol,indication,21011215,C0024117,chronic obstructive pulmonary disease,T047,TREATS_CDtDO,C1814684,,False,False,False
4943,C0969589,arformoterol,indication,21001847,C0008677,Chronic bronchitis,T047,TREATS_CDtDO,C1814684,,False,False,False
4943,C0969589,arformoterol,indication,21001855,C0034067,Pulmonary emphysema,T047,TREATS_CDtDO,C1814684,,False,False,False
4829,C1678805,apremilast,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
4944,C3713958,tenofovir alafenamide,indication,21000157,C0019693,Human immunodeficiency virus infection,T047,TREATS_CDtDO,,,False,False,False
1021,C0095278,epalrestat,indication,40249178,C0011882,Diabetic neuropathy,T047,TREATS_CDtDO,,,True,False,False
4682,C3892978,panobinostat,indication,21000480,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,False,False,False
4946,C3489748,avibactam,indication,21002272,C0034186,Pyelonephritis,T047,TREATS_CDtDO,,,False,False,False
4946,C3489748,avibactam,indication,21013433,C0729524,Bacterial urinary infection,T047,TREATS_CDtDO,,,False,False,False
4946,C3489748,avibactam,indication,21002159,C1112209,Infectious disease of abdomen,T047,TREATS_CDtDO,,,False,False,False
1137,C0249529,febuxostat,indication,21003276,C0740394,Hyperuricemia,T047,TREATS_CDtDO,,,True,False,False
4110,C1176308,tolvaptan,indication,40249179,C0085413,"Polycystic kidney disease, adult type",T047,TREATS_CDtDO,,,True,False,False
4923,C3657270,nivolumab,indication,40249180,C0153493,lung cancer,T191,TREATS_CDtDO,,,False,False,False
2594,C0771436,tenonitrozole,indication,21000398,C0040921,Infection by Trichomonas,T047,TREATS_CDtDO,,,False,False,False
166,C0002563,aminolevulinic acid,indication,40249181,C0303920,Fluorescent stain,T130,TREATS_CDtDO,C0876231,,False,False,False
2408,C0073601,roxatidine acetate,indication,21001999,C0017168,Gastroesophageal reflux disease,T047,TREATS_CDtDO,,,True,False,False
2408,C0073601,roxatidine acetate,indication,21000608,C0043515,Zollinger-Ellison syndrome,T047,TREATS_CDtDO,,,False,False,False
4918,C1739462,idursulfase,indication,40249159,C0026705,"Mucopolysaccharidosis, MPS-II",T047,TREATS_CDtDO,,,False,False,False
4919,C0057232,decamethoxine,indication,40249064,C0443072,Antiseptic preparation,T121,TREATS_CDtDO,,,False,False,False
3881,C0282070,benzydamine,indication,21003079,C0030193,Pain,T184,TREATS_CDtDO,,C0005099,True,False,True
77,C0642373,acitazanolast,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,,,False,False,False
2570,C0539675,tazanolast,indication,21001283,C0009766,Allergic conjunctivitis,T047,TREATS_CDtDO,,,False,False,False
4920,C2825286,finafloxacin,indication,40249160,C0149948,Acute otitis externa,T047,TREATS_CDtDO,,,False,False,False
343,C0053336,beraprost,indication,21013784,C2973725,Pulmonary arterial hypertension,T047,TREATS_CDtDO,C0526064,,False,False,False
4921,C1098261,safinamide,indication,21001057,C0030567,Parkinson's disease,T047,TREATS_CDtDO,,,True,False,False
4922,C3852726,ceftolozane,indication,21002320,C0042029,Urinary tract infectious disease,T047,TREATS_CDtDO,,,False,False,False
4922,C3852726,ceftolozane,indication,21002159,C1112209,Infectious disease of abdomen,T047,TREATS_CDtDO,,,False,False,False
1166,C0771482,fenticonazole,indication,21000322,C0700345,Candidal vulvovaginitis,T047,TREATS_CDtDO,,C0060203,True,False,True
4923,C3657270,nivolumab,indication,21000439,C0860594,Metastatic malignant melanoma,T191,TREATS_CDtDO,,,False,False,False
4164,C3872102,liraglutide,indication,21003147,C0043096,Weight loss,T033,TREATS_CDtDO,,,False,False,False
4157,C0595331,lercanidipine,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,C0526399,True,False,True
2655,C0076660,tibolone,indication,21002900,C0029458,Postmenopausal osteoporosis,T047,TREATS_CDtDO,,,True,False,False
4924,C3658706,pembrolizumab,indication,21000439,C0860594,Metastatic malignant melanoma,T191,TREATS_CDtDO,,,False,False,False
2864,C0078811,zipeprol,indication,21003205,C0010200,Cough,T184,TREATS_CDtDO,,,False,False,False
4150,C1142933,rimonabant,indication,21000789,C0028754,obesity,T047,TREATS_CDtDO,,,True,False,False
2361,C0168387,reboxetine,indication,21000952,C1269683,Major depressive disorder,T048,TREATS_CDtDO,,,False,False,False
362,C0005330,bezafibrate,indication,21000701,C0020443,Hypercholesterolemia,T047,TREATS_CDtDO,,,True,False,False
4516,C0010192,tetracosactide,indication,40249151,C0010192,Cosyntropin preparation,T130,TREATS_CDtDO,,,False,False,False
4145,C0043328,lutein,indication,40249152,C0242383,age related macular degeneration,T047,TREATS_CDtDO,,,True,False,False
4145,C0043328,lutein,indication,21013521,C0013238,Tear film insufficiency,T047,TREATS_CDtDO,,,False,False,False
4145,C0043328,lutein,indication,40249153,C1275684,Meibomian gland dysfunction,T047,TREATS_CDtDO,,,False,False,False
4915,C3853839,blinatumomab,indication,40249154,C0349636,Pre B-cell acute lymphoblastic leukemia,T191,TREATS_CDtDO,,,False,False,False
2368,C0073076,reproterol,indication,21001866,C0004096,asthma,T047,TREATS_CDtDO,,,True,False,False
4190,C2931926,ruxolitinib,indication,21000556,C0032463,Polycythemia vera,T191,TREATS_CDtDO,C3247907,,False,False,False
1579,C0023660,lidocaine,indication,40249071,C0033038,Premature ejaculation,T048,TREATS_CDtDO,C0546869,,False,False,False
2265,C0008846,prilocaine,indication,40249071,C0033038,Premature ejaculation,T048,TREATS_CDtDO,,C0033124,False,False,False
2371,C1703334,retapamulin,indication,40249155,C0342985,Superficial bacterial infection of skin,T047,TREATS_CDtDO,,,False,False,False
4916,C1134659,aflibercept,indication,21001177,C0024437,macular degeneration,T047,TREATS_CDtDO,,,False,False,False
4916,C1134659,aflibercept,indication,21013983,C0339498,Central retinal vein occlusion with macular edema,T020,TREATS_CDtDO,,,False,False,False
4916,C1134659,aflibercept,indication,21013982,C0339507,Branch retinal vein occlusion with macular edema,T020,TREATS_CDtDO,,,False,False,False
4916,C1134659,aflibercept,indication,40249156,C0730285,Diabetic macular edema,T047,TREATS_CDtDO,,,True,False,False
4916,C1134659,aflibercept,indication,21000426,C1282500,Metastasis from malignant tumor of colon,T191,TREATS_CDtDO,,,False,False,False
3961,C1881129,ilaprazole,indication,21001999,C0017168,Gastroesophageal reflux disease,T047,TREATS_CDtDO,,,False,False,False
4898,C1700730,netupitant,indication,40249135,C0401160,Chemotherapy-induced nausea and vomiting,T046,TREATS_CDtDO,,,False,False,False
4899,C3851350,ledipasvir,indication,21000193,C0524910,Chronic hepatitis C,T047,TREATS_CDtDO,,,False,False,False
2408,C0073601,roxatidine acetate,indication,21002013,C0038358,Gastric ulcer,T047,TREATS_CDtDO,,,True,False,False
2070,C0175022,pazufloxacin,indication,40249136,C2887084,Sepsis due to Streptococcus pneumoniae,T047,TREATS_CDtDO,,,False,False,False
4900,C1955479,diquafosol,indication,21013521,C0013238,Tear film insufficiency,T047,TREATS_CDtDO,C1880350,,False,False,False
4901,C0907402,insulin glargine,indication,21000595,C0011854,type 1 diabetes mellitus,T047,TREATS_CDtDO,,,True,False,False
4901,C0907402,insulin glargine,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,True,False,False
1118,C0541315,everolimus,indication,40249114,C0241961,Angiomyolipoma of kidney,T191,TREATS_CDtDO,,,True,False,False
1537,C0172827,lafutidine,indication,40249137,C0677659,Gastro-esophageal reflux disease with esophagitis,T047,TREATS_CDtDO,,,False,False,False
272,C0753287,azelnidipine,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
4902,C1876226,imidafenacin,indication,21002311,C0403643,Bladder muscle dysfunction - overactive,T047,TREATS_CDtDO,,,False,False,False
1638,C0043872,maxacalcitol,indication,21013761,C0152081,Pustular psoriasis,T047,TREATS_CDtDO,,,False,False,False
972,C1505021,duloxetine,indication,40249138,C0038437,Female stress incontinence,T047,TREATS_CDtDO,,,False,False,False
4903,C2930789,nintedanib,indication,40249058,C0085786,Hamman-Rich syndrome,T047,TREATS_CDtDO,,,False,False,False
4904,C1122087,adalimumab,indication,21002805,C0003873,rheumatoid arthritis,T047,TREATS_CDtDO,,,True,False,False
4904,C1122087,adalimumab,indication,40249139,C3495559,Juvenile rheumatoid arthritis,T047,TREATS_CDtDO,,,False,False,False
4904,C1122087,adalimumab,indication,21002682,C0003872,psoriatic arthritis,T047,TREATS_CDtDO,,,True,False,False
4904,C1122087,adalimumab,indication,21002827,C0038013,ankylosing spondylitis,T047,TREATS_CDtDO,,,True,False,False
4904,C1122087,adalimumab,indication,21002084,C0010346,Crohn's disease,T047,TREATS_CDtDO,,,True,False,False
4904,C1122087,adalimumab,indication,21002089,C0375359,ulcerative colitis,T047,TREATS_CDtDO,,,True,False,False
4904,C1122087,adalimumab,indication,21002686,C0406317,Plaque psoriasis,T047,TREATS_CDtDO,,,False,False,False
322,C0053230,benznidazole,indication,40249126,C0041234,Infection by Trypanosoma cruzi,T047,TREATS_CDtDO,,,True,False,False
873,C0700531,diethylcarbamazine,indication,40249127,C0013882,Lymphatic filariasis,T047,TREATS_CDtDO,,C0012191,False,False,False
990,C0939525,eflornithine,indication,21000241,C0041228,African trypanosomiasis,T047,TREATS_CDtDO,,,False,False,False
3336,C0025217,melarsoprol,indication,21000241,C0041228,African trypanosomiasis,T047,TREATS_CDtDO,,,True,False,False
1929,C0028073,nifurtimox,indication,40249126,C0041234,Infection by Trypanosoma cruzi,T047,TREATS_CDtDO,,,True,False,False
4020,C0591962,sodium stibogluconate,indication,21000239,C0023281,Leishmaniasis,T047,TREATS_CDtDO,,,True,False,False
2966,C0038880,suramin,indication,21000241,C0041228,African trypanosomiasis,T047,TREATS_CDtDO,C0813205,,True,False,False
2090,C0030864,pentamidine,indication,21000241,C0041228,African trypanosomiasis,T047,TREATS_CDtDO,,C0030863,True,False,True
4885,C3179549,dulaglutide,indication,21000594,C0011860,type 2 diabetes mellitus,T047,TREATS_CDtDO,,,False,False,False
2782,C0077497,tulobuterol,indication,21001866,C0004096,asthma,T047,TREATS_CDtDO,,,True,False,False
2782,C0077497,tulobuterol,indication,21001855,C0034067,Pulmonary emphysema,T047,TREATS_CDtDO,,,False,False,False
1987,C0637063,olprinone,indication,40249129,C0264714,Acute heart failure,T047,TREATS_CDtDO,,,True,False,False
294,C0678163,beclometasone dipropionate,indication,21001772,C0035460,Vasomotor rhinitis,T047,TREATS_CDtDO,,,False,False,False
429,C0772213,bunazosin,indication,40249130,C0085580,essential hypertension,T047,TREATS_CDtDO,,C0054222,False,False,True
641,C0055723,cilazapril,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
2760,C0077241,tripamide,indication,40249130,C0085580,essential hypertension,T047,TREATS_CDtDO,,,False,False,False
2665,C0076678,tilisolol,indication,40249130,C0085580,essential hypertension,T047,TREATS_CDtDO,,,False,False,False
2665,C0076678,tilisolol,indication,21001464,C0002962,Angina pectoris,T033,TREATS_CDtDO,,,False,False,False
1424,C0872994,imidapril,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,C0165703,False,False,True
4886,C1957370,cetilistat,indication,21000789,C0028754,obesity,T047,TREATS_CDtDO,,,False,False,False
2733,C0040899,trichlormethiazide,indication,21001432,C0020538,hypertension,T047,TREATS_CDtDO,,,True,False,False
4887,C1138226,favipiravir,indication,21001828,C0021400,Influenza,T047,TREATS_CDtDO,,,False,False,False
1406,C0123047,ibudilast,indication,21001866,C0004096,asthma,T047,TREATS_CDtDO,,,True,False,False
4884,C0763530,calfactant,indication,21002955,C0035220,Respiratory distress syndrome in the newborn,T047,TREATS_CDtDO,,,True,False,False
4299,C3858034,cobicistat,indication,21000157,C0019693,Human immunodeficiency virus infection,T047,TREATS_CDtDO,,,False,False,False
2588,C0379149,temoporfin,indication,40249118,C0018671,head and neck cancer,T191,TREATS_CDtDO,,,False,False,False
4879,C0724579,enoxaparin sodium,indication,21001686,C0149871,Deep venous thrombosis,T047,TREATS_CDtDO,,,True,False,False
4880,C0289884,glatiramer acetate,indication,21001078,C0026769,multiple sclerosis,T047,TREATS_CDtDO,,C0717787,True,False,True
4678,C3856229,oritavancin,indication,40249110,C0162627,Bacterial infection of skin,T047,TREATS_CDtDO,,,False,False,False
4678,C3856229,oritavancin,indication,40249109,C0038166,Staphylococcal infection of skin,T047,TREATS_CDtDO,,,False,False,False
4678,C3856229,oritavancin,indication,40249111,C1274355,Streptococcal infection of skin,T047,TREATS_CDtDO,,,False,False,False
3180,C0014405,enviomycin,indication,21000038,C0041327,Pulmonary tuberculosis,T047,TREATS_CDtDO,,,True,False,False
4881,C3179535,suvorexant,indication,21003063,C0917801,Insomnia,T184,TREATS_CDtDO,,,False,False,False
831,C0011785,dexetimide,indication,40249121,C0236830,Neuroleptic-induced Parkinsonism,T047,TREATS_CDtDO,,,True,False,False
4834,C3855019,eliglustat,indication,21000709,C0017205,Gaucher's disease,T047,TREATS_CDtDO,,,False,False,False
1512,C0531483,itopride,indication,40249122,C0085695,Chronic gastritis,T047,TREATS_CDtDO,C3274805,,False,False,False
4607,C0056077,ubidecarenone,indication,40249123,C0018802,Congestive heart failure,T047,TREATS_CDtDO,,,True,False,False
2779,C0147037,troxipide,indication,21002013,C0038358,Gastric ulcer,T047,TREATS_CDtDO,,,True,False,False
4882,C0673470,istradefylline,indication,21001057,C0030567,Parkinson's disease,T047,TREATS_CDtDO,,,True,False,False
1917,C0068698,nicomol,indication,21000707,C0020473,Hyperlipidemia,T047,TREATS_CDtDO,,,False,False,False
362,C0005330,bezafibrate,indication,21000707,C0020473,Hyperlipidemia,T047,TREATS_CDtDO,,,True,False,False
4874,C3273754,efinaconazole,indication,21000310,C1274470,Onychomycosis of toenails,T047,TREATS_CDtDO,,,False,False,False
4874,C3273754,efinaconazole,indication,21005661,C0040261,Onychomycosis due to dermatophyte,T047,TREATS_CDtDO,,,False,False,False
4874,C3273754,efinaconazole,indication,40249112,C0276755,Onychomycosis due to Trichophyton mentagrophytes,T047,TREATS_CDtDO,,,False,False,False
4875,C3252090,daclatasvir,indication,21000193,C0524910,Chronic hepatitis C,T047,TREATS_CDtDO,,,False,False,False
4876,C1948068,belinostat,indication,21013985,C0376544,hematologic cancer,T191,TREATS_CDtDO,,,False,False,False
1404,C0379200,ibandronic acid,indication,21000733,C0020437,Hypercalcemia,T047,TREATS_CDtDO,,,False,False,False
4877,C3642427,tavaborole,indication,21000310,C1274470,Onychomycosis of toenails,T047,TREATS_CDtDO,,,False,False,False
4877,C3642427,tavaborole,indication,21005661,C0040261,Onychomycosis due to dermatophyte,T047,TREATS_CDtDO,,,False,False,False
4877,C3642427,tavaborole,indication,40249112,C0276755,Onychomycosis due to Trichophyton mentagrophytes,T047,TREATS_CDtDO,,,False,False,False
4877,C3642427,tavaborole,indication,40249115,C0276754,Onychomycosis due to Trichophyton rubrum,T047,TREATS_CDtDO,,,False,False,False
4878,C2698692,idelalisib,indication,21000483,C0023434,chronic lymphocytic leukemia,T191,TREATS_CDtDO,,,False,False,False
4878,C2698692,idelalisib,indication,21013403,C0024301,Follicular non-Hodgkin's lymphoma,T191,TREATS_CDtDO,,,False,False,False
4878,C2698692,idelalisib,indication,40249116,C0855095,Malignant lymphoma - small lymphocytic,T191,TREATS_CDtDO,,,False,False,False
777,C3832636,dalbavancin,indication,40249109,C0038166,Staphylococcal infection of skin,T047,TREATS_CDtDO,,,False,False,False
777,C3832636,dalbavancin,indication,40249110,C0162627,Bacterial infection of skin,T047,TREATS_CDtDO,,,False,False,False
4873,C2930762,tedizolid phosphate,indication,40249109,C0038166,Staphylococcal infection of skin,T047,TREATS_CDtDO,,,False,False,False
4873,C2930762,tedizolid phosphate,indication,40249110,C0162627,Bacterial infection of skin,T047,TREATS_CDtDO,,,False,False,False
4873,C2930762,tedizolid phosphate,indication,40249111,C1274355,Streptococcal infection of skin,T047,TREATS_CDtDO,,,False,False,False
1238,C0048306,formestane,indication,21000526,C3163805,Carcinoma of female breast,T191,TREATS_CDtDO,,,False,False,False
2857,C0251504,zaleplon,indication,40249043,C0021603,Disorders of initiating and maintaining sleep,T047,TREATS_CDtDO,,,False,False,False
4871,C0108139,calcium polystyrene sulfonate,indication,21000753,C0020461,Hyperkalemia,T033,TREATS_CDtDO,,,False,False,False
4872,C2930764,ataluren,indication,21001157,C0013264,Duchenne muscular dystrophy,T047,TREATS_CDtDO,,,False,False,False
777,C3832636,dalbavancin,indication,21002591,C0178299,Infection of skin AND/OR subcutaneous tissue,T047,TREATS_CDtDO,,,False,False,False
1796,C0700456,mianserin,indication,21000952,C1269683,Major depressive disorder,T048,TREATS_CDtDO,,C0025912,False,False,True
4741,C1664205,bedaquiline,indication,40249083,C0206525,Drug resistant tuberculosis,T047,TREATS_CDtDO,,,False,False,False
1602,C0771040,loprazolam,indication,21003063,C0917801,Insomnia,T184,TREATS_CDtDO,,,False,False,False
4865,C0065831,mebanazine,indication,21001022,C0011581,Depressive disorder,T048,TREATS_CDtDO,,,True,False,False
3632,C1881805,methylchromone,indication,21001460,C0002962,Angina pectoris,T033,TREATS_CDtDO,,,False,False,False
